StockCode|Vendor|PartNo|RRP|ETA|GCode|Block1_Price|Block2_Price|Block3_Price|ProductGroup|Stock|Description
GA-Z170X-Gaming G1|Gigabyte|GA-Z170X-Gaming G1|1049.99||67558|729.00|729.00|729.00|Motherboards|9|Gigabyte Z170X-Gaming G1 ATX Z170 Chipset for LGA1151,ATX Form,4 X DDR4 DIMM,HDMI,M.2 Connector, Killer E2400 Lan, Killer Wireless-AC 1535,SATA3,USB3
GA-Z170X-Gaming GT|Gigabyte|GA-Z170X-Gaming GT|619.00||70091|409.00|409.00|409.00|Motherboards|0|Gigabyte Z170X-Gaming GT Z170 Chipset for LGA1151,ATX Form,4 X DDR4 DIMM,HDMI/Display Port,M.2 Connector, Killer E2400 Lan, Killer,SATA3,USB3,USB3.1
GA-Z170X-GAMING6|Gigabyte|GA-Z170X-GAMING6|459.00||70898|302.00|302.00|302.00|Motherboards|30|GIGABYTE Z170X-GAMING 6 LGA 1151 INTEL Z170 HDMI SATA 6GB/S USB 3.1 USB 3.0 ATX INTEL MOTHERBOARD
GA-Z170XP-SLI|Gigabyte|GA-Z170XP-SLI|359.00||67555|223.00|223.00|223.00|Motherboards|30|Gigabyte Z170XP-SLI Intel Z170 Chipset for LGA1151,ATX Form,4x DDR4 DIMM,VGA/DVI/HDMI,M.2 Socket connector,Lan,SATA3,USB3,USB3.1,USB Type-C
GA-Z170X-UD3|Gigabyte|GA-Z170X-UD3|409.00||70088|249.00|249.00|249.00|Motherboards|23|Gigabyte Z170X-UD3 Intel Z170 Chipset for LGA1151,ATX Form,4x DDR4 DIMM,VGA/DVI/HDMI,M.2 Socket connector,Lan,SATA3,USB3,USB3.1,USB Type-C
GB-BACE-3150|Gigabyte|GB-BACE-3150|319.00||70532|225.00|225.00|225.00|Desktop PC|20|GIGABYTE BRIX BACE-3150 ULTRA COMPACT PC KIT - INTEL CELERON QUAD CORE N3150 UP TO 2.08GHZ, 1 X SODIMM DDR3L,1 X 2.5INCH HDD SLOT,VGA/HDMI
GC-M2-U2-MinISAS|Gigabyte|GC-M2-U2-MinISAS|49.00||70535|29.00|29.00|29.00|Motherboards|30|Gigabyte M.2 to U.2-Mini-SAS Add-in Card
GFX(0B47073)|Lenovo|0B47073|167.90||61339|139.49|132.52|139.49|Graphics Card|B|LENOVO 0B47073 GEFORCE 605 1GB DMS59 GRAPHICS CARD
GFX(0B47074)|Lenovo|0B47074|215.05||61756|176.29|167.48|176.29|Graphics Card|B|LENOVO NVIDIA NVS 310 GRAPHICS CARD  (48 CORES 512MB DDR3 DUAL DISPLAYPORT)
GFX(0B47077)|Lenovo|0B47077|947.60||61809|748.05|710.64|748.05|Graphics Card|B|LENOVO NVIDIA NVS 510 2GB GRAPHICS CARD BY LENOVO (4 X MINI-DP)
GFX(0B47389)|Lenovo|0B47389|140.30||61700|117.95|112.05|117.95|Graphics Card|B|LENOVO AMD 7450 1GB DP+DVI GRAPHICS CARD (FOR WINDOWS 8)
GFX(4X60F17422)|Lenovo|4X60F17422|258.75||64141|210.40|199.88|210.40|Graphics Card|B|LENOVO THINKSTATION NVS315 GRAPHIC CARD 1GB
GFX(4X60G69025)|Lenovo|4X60G69025|4886.35||65793|3822.23|3631.12|3822.23|Graphics Card|B|LENOVO NVIDIA QUADRO K5200 8GB DDR5 TWO DUAL-LINK DVI-I; TWO DISPLAYPORT GRAPHICS CARD
GFX(4X60G69026)|Lenovo|4X60G69026|2168.90||65792|1701.27|1616.20|1701.27|Graphics Card|B|LENOVO NVIDIA QUADRO K4200 4GB DDR5 DUAL-LINK DVI-I; TWO DISPLAYPORT GRAPHICS CARD
GFX(4X60G69027)|Lenovo|4X60G69027|1058.00||65791|834.21|792.50|834.21|Graphics Card|B|LENOVO NVIDIA QUADRO K2200 4GB DDR5 DUAL-LINK DVI-I; TWO DISPLAYPORT GRAPHICS CARD
GFX(4X60G69028)|Lenovo|4X60G69028|403.65||65790|323.50|307.32|323.50|Graphics Card|B|LENOVO NVIDIA QUADRO K620 2GB DDR3 DUAL-LINK DVI-I; DISPLAYPORT GRAPHICS CARD
GFX(4X60G69029)|Lenovo|4X60G69029|267.95||65789|217.58|206.70|217.58|Graphics Card|B|LENOVO NVIDIA QUADRO K420 1GB DDR3 DUAL-LINK DVI-I; DISPLAYPORT GRAPHICS CARD
Gladiator Mouse|Aerocool|Gladiator Mouse|39.00||70285|29.00|29.00|29.00|Mouse|30|Aerocool Gladiator Mouse
GMF-00280|Microsoft|GMF-00280|64.95||60737|20.00|20.00|20.00|Mouse|23|WIRELESS MOBILE MOUSE 3500  MAGENTA PINK
GMF-00417|Microsoft|GMF-00417|64.95||65582|32.78|32.78|32.78|Mouse|30|WIRELESS MOBILE MOUSE 3500 HALO
GOLD20TH-GTX980TI-P-6G-GAMING|Asus|GOLD20TH-GTX980TI-P-6G-GAMING|1809.99||70905|1409.00|1393.00|1378.00|Graphics Card|0|ASUS GOLD20TH-GTX980TI-P-6G-GAMING GOLD GTX980TI 6GB GDDR5 PCI-E 3.0 DVI-I HDMI DISPLAY PORT
GS105AU|Netgear|GS105AU|69.00||52673|39.02|39.02|39.02|Networking - Switch|17|NETGEAR GS105 PROSAFE 5-PORT GIGABIT SWITCH
GS105E-200AUS|Netgear|GS105E-200AUS|79.00||65041|42.95|42.95|42.95|Networking - Switch|20|NETGEAR GS105E PROSAFE PLUS 5-PORT GIGABIT ETHERNET SWITCH
GS105PE-10000S|Netgear|GS105PE-10000S|119.00||66258|64.12|64.12|64.12|Networking - Switch|8|NETGEAR GS105PE PROSAFE PLUS 5-PORT GIGABIT SWITCH WITH 2-PORT POE
GS108AU|Netgear|GS108AU|99.00|19/02/2016|52655|53.21|53.21|53.21|Networking - Switch|0|NETGEAR GS108 PROSAFE 8-PORT GIGABIT SWITCH
GS108E-300AUS|Netgear|GS108E-300AUS|109.00||65906|60.08|60.08|60.08|Networking - Switch|6|NETGEAR GS108E V3 PROSAFE PLUS 8-PORT GIGABIT ETHERNET SWITCH
GS108PE-300AJS|Netgear|GS108PE-300AJS|259.00|24/02/2016|66259|145.64|145.64|145.64|Networking - Switch|0|NETGEAR GS108PE PROSAFE 8-PORT 10/100/1000 GIGABIT SWITCH WITH 4-PORT POE
GS108T-200AUS|Netgear|GS108T-200AUS|199.00||52641|106.98|106.98|106.98|Networking - Switch|11|NETGEAR GS108T PROSAFE 8-PORT GIGABIT SMART SWITCH
GS110TP-200AJS|Netgear|GS110TP-200AJS|409.00||65546|234.06|234.06|234.06|Networking - Switch|3|NETGEAR GS110TP PROSAFE 8-PORT GIGABIT ETHERNET POE SMART SWITCH WITH 2 GIGABIT FIBER SFP
GS116AU|Netgear|GS116AU|209.00|22/02/2016|52629|113.91|113.91|113.91|Networking - Switch|0|NETGEAR GS116 PROSAFE 16-PORT GIGABIT SWITCH
GS116E-200AUS|Netgear|GS116E-200AUS|239.00||63702|125.30|125.30|125.30|Networking - Switch|9|NETGEAR GS116E PROSAFE PLUS 16-PORT GIGABIT SWITCH
GS205-100AUS|Netgear|GS205-100AUS|49.00||62760|22.79|22.79|22.79|Networking - Switch|30|NETGEAR GS205 5-PORT GIGABIT SWITCH
GS208-100AUS|Netgear|GS208-100AUS|69.00||62761|33.64|33.64|33.64|Networking - Switch|24|NETGEAR GS208 8-PORT GIGABIT SWITCH
GS510TP-100AJS|Netgear|GS510TP-100AJS|559.00||59304|322.72|322.72|322.72|Networking - Switch|9|NETGEAR GS510TP PROSAFE 8-PORT GIGABIT POE SMART SWITH WITH 2 GIGABIT SFP PORTS
GS516TP-100AJS|Netgear|GS516TP-100AJS|809.00||63703|481.60|481.60|481.60|Networking - Switch|B|NETGEAR GS516TP PROSAFE 16-PORT GIGABIT SMART SWITCH WITH POE AND PD PORTS
GS605AU|Netgear|GS605AU|59.00||52674|31.92|31.92|31.92|Networking - Switch|30|NETGEAR GS605 5-PORT GIGABIT SWITCH
GS608AU|Netgear|GS608AU|89.00||52668|49.10|49.10|49.10|Networking - Switch|B|NETGEAR GS608 8-PORT GIGABIT SWITCH
GS716T-300AJS|Netgear|GS716T-300AJS|389.00||64984|227.14|227.14|227.14|Networking - Switch|B|NETGEAR GS716T PROSAFE 16-PORT GIGABIT SMART SWITCH
GS716TAV-20000S|Netgear|GS716TAV-20000S|289.00||65043|171.39|171.39|171.39|Networking - Switch|B|NETGEAR GS716TAV EVA SOFTWARE LICENSE FOR GS716T-300
GS724T-400AJS|Netgear|GS724T-400AJS|419.00||64010|233.02|233.02|233.02|Networking - Switch|3|NETGEAR GS724T PROSAFE 24-PORT GIGABIT SMART SWITCH
GS724TAV-20000S|Netgear|GS724TAV-20000S|339.00||65045|197.47|197.47|197.47|Networking - Switch|B|NETGEAR GS724TAV EVA SOFTWARE LICENSE FOR GS716T-400
GS728TP-100AJS|Netgear|GS728TP-100AJS|989.00||65066|550.42|550.42|550.42|Networking - Switch|1|NETGEAR GS728TP PROSAFE 24-PORT GIGABIT SMART SWITCH WITH POE AND 4 SFP PORTS
GS728TPP-100AJS|Netgear|GS728TPP-100AJS|1529.00||65067|906.59|906.59|906.59|Networking - Switch|B|NETGEAR GS728TPP PROSAFE 24-PORT GIGABIT SMART SWITCH WITH POE+ AND 4 SFP PORTS
GS728TX-100AJS|Netgear|GS728TX-100AJS|1409.00||62606|744.22|744.22|744.22|Networking - Switch|1|NETGEAR GS728TX S3300-28X PROSAFE 24-PORT GIGABIT STACKABLE SMART SWITCH WITH 4X10G PORTS
GS728TXAV-10000S|Netgear|GS728TXAV-10000S|349.00||66937|205.53|205.53|205.53|Warranty/Support|B|NETGEAR GS728TXAV EAV SOFTWARE LICENSE FOR S3300-28X (GS728TX)
GS728TXP-100AJS|Netgear|GS728TXP-100AJS|2479.00||66949|1470.40|1470.40|1470.40|Networking - Switch|B|NETGEAR GS728TXP S3300-28X-POE+ PROSAFE 24-PORT POE+ GIGABIT STACKABLE SMART SWITCH 4X10G PORTS
GS728TXPAV-10000S|Netgear|GS728TXPAV-10000S|319.00||66938|186.84|186.84|186.84|Warranty/Support|B|NETGEAR GS728TXPAV EAV SOFTWARE LICENSE FOR S3300-28X-POE+ (GS728TXP)
GS748T-500AJS|Netgear|GS748T-500AJS|979.00||64011|550.49|550.49|550.49|Networking - Switch|9|NETGEAR GS748T PROSAFE 48-PORT SMART GIGABIT SWITCH
GS748TAV-20000S|Netgear|GS748TAV-20000S|469.00||65046|274.03|274.03|274.03|Networking - Switch|B|NETGEAR GS748TAV EVA SOFTWARE LICENSE FOR GS748T-500
GS752TP-100AJS|Netgear|GS752TP-100AJS|1849.00||65068|1063.87|1063.87|1063.87|Networking - Switch|0|NETGEAR GS752TP PROSAFE 48-PORT GIGABIT SMART SWITCH WITH POE AND 4 SFP PORTS
GS752TPSB-100AJS|Netgear|GS752TPSB-100AJS|2689.00||60637|1595.78|1595.78|1595.78|Networking - Switch|B|NETGEAR GS752TPSB PROSAFE 48 PORT GIGABIT POE STACKABLE SMART SWITCH BUNDLE - INC
GS752TSB-100AJS|Netgear|GS752TSB-100AJS|1399.00||60638|830.86|830.86|830.86|Networking - Switch|B|NETGEAR GS752TSB PROSAFE 48 PORT GIGABIT STACKABLE SMART SWITCH BUNDLE - INCLUDES
GS752TX-100AJS|Netgear|GS752TX-100AJS|2119.00||66950|1258.74|1258.74|1258.74|Networking - Switch|B|NETGEAR GS752TX S3300-52X PROSAFE 48-PORT GIGABIT STACKABLE SMART SWITCH 4X10G PORTS
GS752TXAV-10000S|Netgear|GS752TXAV-10000S|609.00||66939|362.68|362.68|362.68|Warranty/Support|B|NETGEAR GS752TXAV EAV SOFTWARE LICENSE FOR S3300-52X (GS752TX)
GS752TXP-100AJS|Netgear|GS752TXP-100AJS|3779.00||66951|2247.16|2247.16|2247.16|Networking - Switch|B|NETGEAR GS752TXP S3300-52X-POE+ PROSAFE 48-PORT POE+ GIGABIT STACKABLE SMART SWITCH 4X10G PORTS
GS752TXPAV-10000S|Netgear|GS752TXPAV-10000S|559.00||66940|329.71|329.71|329.71|Warranty/Support|B|NETGEAR GS752TXPAV EAV SOFTWARE LICENSE FOR S3300-52X-POE+ (GS752TXP)
GSM5212-100AJS|Netgear|GSM5212-100AJS|459.00||61818|272.56|272.56|272.56|Networking - Switch|B|NETGEAR GSM5212 PROSAFE 12-PORT GIGABIT ETHERNET L2 SWITCH WITH 2X SFP SLOT
GSM5212P-100AJS|Netgear|GSM5212P-100AJS|1069.00||59305|632.54|632.54|632.54|Networking - Switch|B|NETGEAR PROSAFE 12-PORT DESKTOP GIGABIT L2+ MANAGED SWITCH WITH POE+
GSM7212F-100AJS|Netgear|GSM7212F-100AJS|1479.00||59306|878.49|878.49|878.49|Networking - Switch|B|NETGEAR PROSAFE 12-PORT FIBER GIGABIT L2+ MANAGED SWITCH WITH POE+
GSM7212P-100AJS|Netgear|GSM7212P-100AJS|1619.00||59307|959.08|959.08|959.08|Networking - Switch|B|NETGEAR PROSAFE 12-PORT GIGABIT L2+ MANAGED SWITH WITH POE+
GSM7224-200AJS|Netgear|GSM7224-200AJS|869.00||54866|517.43|517.43|517.43|Networking - Switch|B|NETGEAR GSM7224 PROSAFE 24-PORT L2 MANAGED GIGABIT SWITCH
GSM7224P-100AJS|Netgear|GSM7224P-100AJS|1829.00||59308|1088.03|1088.03|1088.03|Networking - Switch|B|NETGEAR PROSAFE 24-PORT GIGABIT L2+ MANAGED SWITH WITH POE+
GSM7226LP-100AJS|Netgear|GSM7226LP-100AJS|1189.00||61819|705.21|705.21|705.21|Networking - Switch|B|NETGEAR GSM7226LP 24-PORT GIGABIT L2+ MANAGED POE SWITCH WITH 4X SFP SLOTS
GSM7228L-10000S|Netgear|GSM7228L-10000S|859.00||60958|507.76|507.76|507.76|Warranty/Support|B|NETGEAR GSM7228L L3 UPGRADE LICENSE FOR GSM7228S
GSM7228PL-10000S|Netgear|GSM7228PL-10000S|859.00||57507|507.76|507.76|507.76|Warranty/Support|B|NETGEAR L3 LICENCE UPGRADE FOR GSM7228PS
GSM7228PS-100AJS|Netgear|GSM7228PS-100AJS|3759.00||56777|2233.76|2233.76|2233.76|Networking - Switch|B|NETGEAR GSM7228PS PROSAFE 24-PORT STACKABLE GIGABIT POE L2+ MANAGED SWITCH
GSM7228S-100AJS|Netgear|GSM7228S-100AJS|2769.00||60959|1645.58|1645.58|1645.58|Networking - Switch|B|NETGEAR GSM7228S M5300-28G PROSAFE 24-PORT L2+ MANAGED SWITCH 4 X SFP 2 X S
GSM7248-200AJS|Netgear|GSM7248-200AJS|1419.00||54865|845.48|845.48|845.48|Networking - Switch|B|NETGEAR GSM7248 PROSAFE 48-PORT L2 MANAGED GIGABIT SWITCH
GSM7248P-100AJS|Netgear|GSM7248P-100AJS|2579.00||61820|1530.93|1530.93|1530.93|Networking - Switch|B|NETGEAR GSM7248P 48-PORT GIGABIT POE+ L2+ SWITCH WITH 4X SFP SLOTS
GSM7252L-10000S|Netgear|GSM7252L-10000S|1539.00||60960|915.85|915.85|915.85|Warranty/Support|B|NETGEAR GSM7252L L3 UPGRADE LICENSE FOR GSM7252S
GSM7252PL-10000S|Netgear|GSM7252PL-10000S|1539.00||57508|915.85|915.85|915.85|Warranty/Support|B|NETGEAR L3 LICENCE UPGRADE FOR GSM7252PS
GSM7252PS-100AJS|Netgear|GSM7252PS-100AJS|6189.00||56778|3679.80|3679.80|3679.80|Networking - Switch|B|NETGEAR GSM7252PS PROSAFE 48-PORT STACKABLE GIGABIT POE L2+ MANAGED SWITCH
GSM7252S-100AJS|Netgear|GSM7252S-100AJS|4379.00||60961|2601.89|2601.89|2601.89|Networking - Switch|B|NETGEAR GSM7252S M5300-52G PROSAFE 48-PORT L2+ MANAGED SWITCH 4 X SFP 2 X S
GSM7328FS-200AJS|Netgear|GSM7328FS-200AJS|3939.00||61320|2345.31|2345.31|2345.31|Networking - Switch|B|NETGEAR GSM7328FS PROSAFE M5300-28GF3 24-PORT SFP STACKABLE FULLY MANAGED SWITCH
GSM7328S-200AJS|Netgear|GSM7328S-200AJS|3769.00||54494|2238.70|2238.70|2238.70|Networking - Switch|B|NETGEAR GSM7328S PROSAFE 24-PORT GIGABIT L3 MANAGED STACKABLE SWITCH
GSM7352S-200AJS|Netgear|GSM7352S-200AJS|6039.00||54495|3590.12|3590.12|3590.12|Networking - Switch|B|NETGEAR GSM7352S PROSAFE 48-PORT GIGABIT L3 MANAGED STACKABLE SWITCH
GSS108E-100AJS|Netgear|GSS108E-100AJS|189.00||66661|97.20|97.20|97.20|Networking - Switch|9|NETGEAR GSS108E PROSAFE PLUS 8-PORT GIGABIT CLICK SWITCH W/ USB CHAGING PORTS
GSS116E-100AJS|Netgear|GSS116E-100AJS|309.00||66662|161.12|161.12|161.12|Networking - Switch|0|NETGEAR GSS116E PROSAFE PLUS 16-PORT GIGABIT CLICK SWITCH
GT1050SG 80+ G-M|Aerocool|GT1050SG 80+ Gold PSU moudular|299.00||70284|169.00|169.00|169.00|Power Supplies|13|Aerocool GT1050SG 80+ Gold PSU moudular
GT610-SL-1GD3-L|Asus|GT610-SL-1GD3-L|79.99||59985|55.00|55.00|54.00|Graphics Card|27|ASUS GT610-SL-1GD3-L GT610 1GB GDDR3 SILENT PCI-E HDTV VGA/DVI/HDMI VGA CARD
GT610-SL-2GD3-L|Asus|GT610-SL-2GD3-L|89.99||70866|69.00|68.00|68.00|Graphics Card|27|ASUS GT610-SL-2GD3-L GT610 2GB GDDR3 SILENT VGA DVI HDMI
GT700SG 80+ G-M|Aerocool|GT700SG 80+ Gold PSU moudular|199.00||70283|109.00|109.00|109.00|Power Supplies|3|Aerocool GT700SG 80+ Gold PSU moudular
GT720-SL-2GD3-BRK|Asus|GT720-SL-2GD3-BRK|109.99||66031|84.00|83.00|82.00|Graphics Card|30|ASUS GT720-SL-2GD3-BRK GT720 2GB GDDR3 SILENT PCI-E VGA DVI-D HDMI LOW PROFILE CAPABLE (BRACKET INCLUDED)
GT730-SL-2GD3-BRK|Asus|GT730-SL-2GD3-BRK|119.99||64842|92.00|91.00|90.00|Graphics Card|23|ASUS GT730-SL-2GD3-BRK GT730 2GB GDDR3 SILENT PCI-E HDTV VGA/DVI/HDMI LOW PROFILE CAPABLE (BRACKETS INCLUDED)
GTX950-OC-2GD5|Asus|GTX950-OC-2GD5|299.99||70461|229.00|227.00|224.00|Graphics Card|30|ASUS GTX950-OC-2GD5 GTX950 OVERCLOCKED 2GB GDDR5 PCI-E 3.0 DVI-I HDMI DISPLAY PORT - WHITE
GTX960-DC2OC-2GD5-BLACK|Asus|GTX960-DC2OC-2GD5-BLACK|449.99||67029|349.00|345.00|341.00|Graphics Card|1|ASUS GTX 960 DIRECTCU II OVERCLOCKED 2GB GDDR5 BLACK EDITION PCI-E 3.0 DVI HDMI DISPLAY PORT
GTX960-MOC-2GD5|Asus|GTX960-MOC-2GD5|369.99||66354|285.00|285.00|284.00|Graphics Card|5|ASUS GTX960-MOC-2GD5 GTX960 MINI OVERCLOCKED 2GB GDDR5 PCI-E 3.0 DVI-I HDMI DISPLAY PORT
GTXTITANX-12GD5|Asus|GTXTITANX-12GD5|1979.99||66836|1549.00|1532.00|1516.00|Graphics Card|2|ASUS GTXTITANX-12GD5 GTX TITAN X 12GB GDDR5 G-SYNC PCI-E3.0 1X DVI 1X HDMI 3X DISPLAYPORT
GU5-00017|Microsoft|GU5-00017|179.95||70436|105.00|105.00|105.00|Keyboard|30|UNIVERSAL FOLDABLE KEYBOARD BLUETOOTH CHARCOAL
GV-GTXTITANX-12GD5|Gigabyte|GV-NTITANXD5-12GD-B|2039.99||66933|1599.00|1599.00|1599.00|Graphics Card|6|Gigabyte TITANX 12GB PCI-E Video card , Dual DVI + HDMI + 3x Display Ports
GV-N210SL-1GI|Gigabyte|GV-N210SL-1GI|69.99||60774|45.00|45.00|45.00|Graphics Card|22|GIGABYTE GV-N210SL-1GI GEFORCE 210 1GB FANLESS DDR3 PCIE2.0 HDTV HDCP VGA DVI HDMI LOW PROFILE CAPABLE (BRACKETS INCLUDED)
GV-N720D3-1GL|Gigabyte|GV-N720D3-1GL|89.99||65624|69.00|69.00|69.00|Graphics Card|13|GIGABYTE GV-N720D3-1GL GEFORCE GT 720 DIRECTX 11.2 GV-N720D3-1GL 1GB 64-BIT DDR3 PCI EXPRESS 2.0 X 8 LOW PROFILE VIDEO CARD
GV-N730SL-2GL|Gigabyte|GV-N730SL-2GL|129.00||70537|89.00|89.00|89.00|Graphics Card|0|GIGABYTE GV-N730SL-2GL GEFORCE GT730 2G GDDR3 PCI-E VIDEO CARD , DVI+HDMI+VGA ,FANLESS , LOW PROFILE , 3 YEARS WARRANTY
GV-N740D5OC-2GI|Gigabyte|GV-N740D5OC-2GI|199.99||64690|149.00|149.00|149.00|Graphics Card|0|GIGABYTE GV-N740D5OC-2GI OVERCLOCKED GEFORCE GT 740 2GB GDDR5 PCI-E3.0 VGA 2XDVI HDMI
GV-N950OC-2GD|Gigabyte|GV-N950OC-2GD|359.99||70011|232.00|232.00|232.00|Graphics Card|30|GIGABYTE GV-N950OC-2GD GTX950 2G OC VERSION PCI-E VIDEO CARD , SINGLE FAN , DUAL DVI + HDMI + DISPLAY PORT
GV-N950WF2OC-2GD|Gigabyte|GV-N950WF2OC-2GD|299.00||70012|237.00|237.00|237.00|Graphics Card|0|GIGABYTE GV-N950WF2OC-2GD GTX950 2G OVERCLOCKING PCI-E VIDEO CARD , DUAL FAN , DUAL DVI+HDMI+ DISPLAY PORT
GV-N960G1 Gaming-4GD|Gigabyte|GV-N960G1 Gaming-4GD|489.99||66815|349.00|349.00|349.00|Graphics Card|30|GIGABYTE GV-N960G1 GAMING-4GD GTX 960 WINDFORCE 4GB GDDR5 DVI-I DVI-D HDMI DISPLAYPORT X3
GV-N960OC-4GD|Gigabyte|GV-N960OC-4GD|419.00||70200|299.00|299.00|299.00|Graphics Card|30|GIGABYTE GV-N960OC-4GD GTX960 4G OC VERSION PCI-E VIDEO CARD , DUAL DVI+ HDMI+DISPLAY PORTS , WINDFORCE DUAL FAN , 3 YEARS WARRANTY
GV-N960WF2OC-4GD|Gigabyte|GV-N960WF2OC-4GD|439.99||66814|339.00|339.00|339.00|Graphics Card|18|GIGABYTE GV-N960WF2OC-4GD GTX 960 WINDFORCE OVERCLOCKED 4GB GDDR5 DVI-I DVI-D HDMI DISPLAY PORT X3
GV-N970G1Gaming-4GD|Gigabyte|GV-N970G1Gaming-4GD|729.99||65623|505.00|505.00|505.00|Graphics Card|0|GIGABYTE GV-N970G1 GAMING-4GD GTX970 WINDFORCE 4G SC VERSION PCI-E VIDEO CARD , 1644CUDA , 1329MHZ/ 7000MHZ , FLEX DISPLAY FOR UP TO 4 DISPLAY
GV-N970TTOC-4GD|Gigabyte|GV-N970TTOC-4GD|599.00||70199|469.00|469.00|469.00|Graphics Card|30|GIGABYTE GV-N970TTOC-4GD GEFORCE GTX 970 DirectX 12 4GB 256-Bit GDDR5 PCI Express 3.0 x16 SLI Support ATX Video Card
GV-N970WF3OC-4GD|Gigabyte|GV-N970WF3OC-4GD|639.99||65962|479.00|479.00|479.00|Graphics Card|30|GIGABYTE GV-N970WF3OC-4GD OVERCLOCKED GEFORCE GTX970 4GB DDR5 PCI-E 3.0 WINDFORCE 3X COOLING DVI-I DVI-D HDMI DISPLAYPORT X3
GV-N970XTREME-4GD|Gigabyte|GV-N970XTREME-4GD|799.00||71019|579.00|579.00|579.00|Graphics Card|10|GIGABYTE GV-N970XTREME-4GD GTX970 4G EXTREME VERSION PCI-E VIDEO CARD , 1644CUDA , FLEX DISPLAY FOR UP TO 4 DISPLAY , DUAL DVI+HDMI+DISPLAY PORTS
GV-N980G1 Gaming-4GD|Gigabyte|GV-N980G1 Gaming-4GD|1029.99||65681|779.00|779.00|779.00|Graphics Card|30|GIGABYTE GV-N980G1 GAMING-4GD GTX980 WINDFORCE 4G SC VERSION PCI-E VIDEO CARD , 1644CUDA , 1329MHZ , FLEX DISPLAY FOR UP TO 4 DISPLAY , DUAL DVI ,HDMI
GV-N98TG1 GAMING-6GD|Gigabyte|GV-N98TG1 GAMING-6GD|1399.00||67234|1049.00|1049.00|1049.00|Graphics Card|14|GIGABYTE GV-N980TI 6GB G1 GAMING VERSION PCI-E 3.0 16X VIDEO CARD , 2816 CUDA ,1291 MHZ, TRIPLE COOLING , DUAL DVI+ HDMI+ 3X DISPLAY PORTS
GV-N98TWF3OC-6GD|Gigabyte|GV-N98TWF3OC-6GD|1299.00||70934|969.00|969.00|969.00|Graphics Card|2|GIGABYTE GTX980TI 6GB WINDFORCE VERSION PCI-E 3.0 16X VIDEO CARD , 2816 CUDA ,1190 MHZ, TRIPLE COOLING , DUAL DVI+ HDMI+ 3X DISPLAY PORTS ,3 YEARS WAR
GV-N98TXTREME-6GD|Gigabyte|GV-N98TXTREME-6GD|1499.00||71018|1089.00|1089.00|1089.00|Graphics Card|7|GIGABYTE GTX980TI 6GB EXTREME VERSION PCI-E 3.0 16X VIDEO CARD , BOOST 1317MHZ , DUAL DVI+ HDMI+ 3X DISPLAY PORTS ,3 YEARS WARRANTY
GV-R737WF2OC-2GD|Gigabyte|GV-R737WF2OC-2GD|309.99||67247|219.00|219.00|219.00|Graphics Card|2|GIGABYTE GV-R737WF2OC-2GD R7 370 OC VERSION , 2GB DDR5 PCI-E 3.0 VIDEO CARD , DAUL DVI+HDMI+DISPLAYPORT
GV-R938G1 GAMING-4GD|Gigabyte|GV-R938G1 GAMING-4GD|489.99||67249|355.00|355.00|355.00|Graphics Card|13|GIGABYTE GV-R938G1 GAMING-4GD R9 380 G1 GAMING OC VERSION , 4GB DDR5 PCI-E 3.0 VIDEO CARD , DAUL DVI+HDMI+DISPLAYPORT
GV-R938XG1-GAMING-4GB|Gigabyte|GV-R938XG1 GAMING-4GB|599.00||70933|359.00|359.00|359.00|Graphics Card|3|GIGABYTE RADEON R9 380X DIRECTX 12 GV-R938XG1 GAMING-4GD 4GB 256-BIT GDDR5 PCI EXPRESS 3.0 ATX VIDEO CARD
GV-R939G1 GAMING-8GD|Gigabyte|GV-R939G1 GAMING-8GD|669.99||67250|479.00|479.00|479.00|Graphics Card|8|GIGABYTE GV-R939G1 GAMING-8GD R9 390 G1 GAMING OC VERSION , 8GB DDR5 PCI-E 3.0 VIDEO CARD , DAUL DVI+HDMI+DISPLAYPORT
GV-R939XG1 GAMING-8GD|Gigabyte|GV-R939XG1 GAMING-8GD|869.99||67251|679.00|679.00|679.00|Graphics Card|0|GIGABYTE GV-R939XG1 GAMING-8GD R9 390X G1 GAMING OC VERSION , 8GB DDR5 PCI-E 3.0 VIDEO CARD , DAUL DVI+HDMI+DISPLAYPORT, 3 YEARS WARRANTY
GW2270H|BenQ|GW2270H|209.00||70397|181.74|181.74|181.74|Monitor|30|BENQ GW2270H VA LED EYE-CARE MONITOR - 21.5INCH LED 1920X1080, 18MS, 20M:1, VGA, 2X HDMI, VESA
GW2470H|BenQ|GW2470H|259.00||70398|225.22|225.22|225.22|Monitor|30|"BENQ  24"" VA LED Monitor  X 2 HDMI"
GZA-00278|Microsoft|GZA-00278|229.95||64643|166.00|166.00|166.00|Software - Retail|1|OFFICE MAC HOME STUDENT 2011 ENGLISH APAC DM NOT TO KOREA DVD
GZA-00719|Microsoft|GZA-00719|239.00||70162|158.00|158.00|158.00|Software - Retail|2|OFFICE MAC HOME & STUDENT 2016 ENGLISH MEDIALESS
H100TA-DK004P|Asus|H100TA-DK004P|799.00||64448|599.00|599.00|599.00|Notebook - Commercial|0|"TRANSFORMERBOOK H100TA 10.1""TOUCH TZ3740 2GB 64GBSSD WIDI 11AGN BT4 CAM USB3 HDMI CR MDOCK WIN8.1P 1YRG"
